id_pedido;id_categoria;id_produto;id_forma_de_pagamento;quantidade_de_parcelas;quantidade_de_produtos;mes_criacao;id_cliente
286;1;1;2;0;4;01/02/2020;517
287;3;17;3;2;2;01/02/2020;528
288;1;1;3;4;2;01/02/2020;562
289;2;8;2;0;4;01/02/2020;125
290;1;1;1;0;2;01/02/2020;297
291;2;9;3;10;3;01/02/2020;144
292;1;6;2;0;4;01/02/2020;449
293;3;12;2;0;2;01/02/2020;416
294;1;4;2;0;4;01/02/2020;76
295;1;1;3;5;1;01/02/2020;543
296;3;12;2;0;1;01/02/2020;564
297;3;12;3;10;1;01/02/2020;201
298;1;7;3;2;4;01/02/2020;572
299;1;2;4;0;3;01/02/2020;43
300;1;4;2;0;1;01/02/2020;52
301;1;3;4;0;2;01/02/2020;537
302;1;5;4;0;2;01/02/2020;193
303;1;2;2;0;4;01/02/2020;138
304;1;7;2;0;4;01/02/2020;397
305;1;1;3;3;4;01/02/2020;561
306;1;6;2;0;2;01/02/2020;101
307;1;5;2;0;3;01/02/2020;547
308;1;4;3;4;1;01/02/2020;524
309;1;7;2;0;3;01/02/2020;171
310;1;3;1;0;4;01/02/2020;393
311;2;11;4;0;2;01/02/2020;497
312;1;5;2;0;2;01/02/2020;172
313;1;5;3;3;1;01/02/2020;155
314;1;2;3;8;2;01/02/2020;526
315;2;8;3;9;3;01/02/2020;228
316;3;16;3;9;2;01/02/2020;358
317;3;12;1;0;4;01/02/2020;436
318;1;3;2;0;1;01/02/2020;209
319;2;10;1;0;1;01/02/2020;272
320;3;17;2;0;4;01/02/2020;141
321;3;12;3;8;3;01/02/2020;428
322;3;13;4;0;2;01/02/2020;433
323;1;7;2;0;4;01/02/2020;220
324;1;4;4;0;5;01/02/2020;119
325;2;8;1;0;3;01/02/2020;332
326;2;10;2;0;4;01/02/2020;433
327;3;15;2;0;4;01/02/2020;496
328;1;6;1;0;2;01/02/2020;245
329;1;6;4;0;2;01/02/2020;248
330;1;2;4;0;3;01/02/2020;384
331;2;8;2;0;2;01/02/2020;47
332;1;4;2;0;2;01/02/2020;592
333;3;14;1;0;2;01/02/2020;94
334;2;11;2;0;2;01/02/2020;402
335;1;3;4;0;4;01/02/2020;368
336;3;13;1;0;3;01/02/2020;14
337;1;1;4;0;3;01/02/2020;261
338;1;1;2;0;3;01/02/2020;593
339;3;12;2;0;1;01/02/2020;111
340;3;17;4;0;1;01/02/2020;217
341;1;1;2;0;3;01/02/2020;110
342;3;15;2;0;2;01/02/2020;212
343;2;9;2;0;4;01/02/2020;423
344;3;14;2;0;1;01/02/2020;46
345;2;9;3;10;2;01/02/2020;543
346;3;12;3;5;1;01/02/2020;406
347;2;8;4;0;1;01/02/2020;465
348;1;7;1;0;2;01/02/2020;30
349;3;16;3;6;3;01/02/2020;82
350;3;13;2;0;2;01/02/2020;55
351;1;4;3;7;4;01/02/2020;54
352;2;11;3;9;1;01/02/2020;143
353;2;9;1;0;1;01/02/2020;223
354;3;13;3;10;4;01/02/2020;529
355;3;13;1;0;3;01/02/2020;541
356;1;2;2;0;4;01/02/2020;148
357;3;17;3;1;5;01/02/2020;326
358;3;16;2;0;3;01/02/2020;392
359;2;8;3;3;3;01/02/2020;213
360;1;7;3;1;1;01/02/2020;141
361;3;13;2;0;5;01/02/2020;252
362;3;12;1;0;1;01/02/2020;101
363;1;1;3;9;1;01/02/2020;325
364;1;3;4;0;3;01/02/2020;76
365;3;14;1;0;1;01/02/2020;279
366;2;11;2;0;1;01/02/2020;538
367;1;4;3;6;2;01/02/2020;344
368;1;3;3;5;3;01/02/2020;91
369;1;4;4;0;3;01/02/2020;489
370;1;1;2;0;1;01/02/2020;431
371;1;6;4;0;3;01/02/2020;242
372;1;2;1;0;3;01/02/2020;101
373;1;7;2;0;1;01/02/2020;595
374;1;2;2;0;2;01/02/2020;77
375;1;1;3;3;3;01/02/2020;112
376;1;7;1;0;2;01/02/2020;258
377;1;5;4;0;1;01/02/2020;270
378;1;6;3;9;3;01/02/2020;429
379;1;7;1;0;4;01/02/2020;564
380;1;7;3;3;3;01/02/2020;354
381;3;17;2;0;1;01/02/2020;484
382;1;7;3;6;1;01/02/2020;175
383;2;10;4;0;2;01/02/2020;426
384;1;4;3;2;3;01/02/2020;112
385;1;4;1;0;2;01/02/2020;355
386;2;8;3;1;3;01/02/2020;244
387;1;5;4;0;2;01/02/2020;194
388;2;11;2;0;4;01/02/2020;345
389;1;5;2;0;3;01/02/2020;165
390;3;13;3;5;2;01/02/2020;508
391;3;16;1;0;2;01/02/2020;156
392;2;11;2;0;1;01/02/2020;166
393;1;3;4;0;2;01/02/2020;120
394;1;4;3;6;1;01/02/2020;583
395;3;17;3;2;2;01/02/2020;76
396;3;16;2;0;1;01/02/2020;245
397;2;9;3;4;2;01/02/2020;255
398;1;4;1;0;4;01/02/2020;543
399;3;17;2;0;1;01/02/2020;475
400;2;10;2;0;2;01/02/2020;413
401;2;8;4;0;5;01/02/2020;134
402;1;6;1;0;4;01/02/2020;430
403;1;5;1;0;2;01/02/2020;265
404;1;7;4;0;1;01/02/2020;345
405;1;1;1;0;1;01/02/2020;135
406;2;9;1;0;2;01/02/2020;340
407;3;13;4;0;3;01/02/2020;76
408;3;17;4;0;1;01/02/2020;246
409;1;1;1;0;2;01/02/2020;15
410;1;4;1;0;2;01/02/2020;84
411;1;1;2;0;4;01/02/2020;238
412;1;7;3;3;2;01/02/2020;402
413;3;17;1;0;3;01/02/2020;398
414;3;17;2;0;2;01/02/2020;91
415;1;7;2;0;5;01/02/2020;249
416;1;1;3;10;2;01/02/2020;356
417;3;17;2;0;1;01/02/2020;50
418;1;4;2;0;1;01/02/2020;460
419;1;4;4;0;3;01/02/2020;262
420;3;15;3;5;1;01/02/2020;429
421;2;10;2;0;4;01/02/2020;495
422;1;3;4;0;2;01/02/2020;101
423;2;8;2;0;5;01/02/2020;510
424;1;7;3;5;3;01/02/2020;259
425;1;7;3;1;1;01/02/2020;186
426;1;1;3;4;3;01/02/2020;547
427;2;10;1;0;2;01/02/2020;276
428;1;5;4;0;3;01/02/2020;86
429;1;3;1;0;4;01/02/2020;295
430;1;6;2;0;4;01/02/2020;39
431;1;7;4;0;2;01/02/2020;335
432;3;13;3;3;2;01/02/2020;545
433;1;5;3;3;4;01/02/2020;305
434;1;1;1;0;3;01/02/2020;365
435;1;6;2;0;2;01/02/2020;580
436;1;4;3;5;2;01/02/2020;517
437;3;14;2;0;2;01/02/2020;200
438;1;1;3;7;3;01/02/2020;368
439;1;6;3;5;4;01/02/2020;526
440;1;4;2;0;1;01/02/2020;284
441;3;15;3;10;2;01/02/2020;62
442;2;11;2;0;2;01/02/2020;74
443;1;2;3;1;1;01/02/2020;163
444;1;1;1;0;1;01/02/2020;183
445;2;9;2;0;2;01/02/2020;44
446;1;7;4;0;2;01/02/2020;19
447;1;1;2;0;3;01/02/2020;7
448;1;3;1;0;1;01/02/2020;40
449;2;11;4;0;3;01/02/2020;271
450;2;11;2;0;1;01/02/2020;514
451;1;7;2;0;2;01/02/2020;420
452;1;4;4;0;1;01/02/2020;556
453;1;3;3;10;2;01/02/2020;60
454;3;16;2;0;2;01/02/2020;78
455;2;8;2;0;3;01/02/2020;4
456;3;17;3;7;3;01/02/2020;53
457;2;9;3;1;1;01/02/2020;352
458;1;3;3;10;2;01/02/2020;228
459;2;8;1;0;2;01/02/2020;197
460;3;14;3;6;1;01/02/2020;410
461;2;8;3;6;2;01/02/2020;481
462;1;7;3;3;2;01/02/2020;575
463;3;13;2;0;3;01/02/2020;166
464;3;14;1;0;4;01/02/2020;358
465;1;4;1;0;2;01/02/2020;318
466;1;5;3;8;2;01/02/2020;179
467;1;7;3;3;4;01/02/2020;174
468;2;8;1;0;2;01/02/2020;372
0;1;7;3;6;2;01/03/2020;329
1;3;16;2;0;3;01/03/2020;471
2;1;4;4;0;2;01/03/2020;110
3;1;4;3;1;4;01/03/2020;264
4;1;7;1;0;1;01/03/2020;363
5;3;15;3;6;3;01/03/2020;444
6;3;13;3;6;5;01/03/2020;243
7;1;1;3;7;2;01/03/2020;208
8;2;11;2;0;4;01/03/2020;143
9;2;8;1;0;1;01/03/2020;256
10;3;13;3;1;4;01/03/2020;448
11;1;4;4;0;2;01/03/2020;249
12;3;13;3;7;1;01/03/2020;37
13;1;4;3;5;4;01/03/2020;19
14;1;2;1;0;3;01/03/2020;293
15;3;14;3;10;2;01/03/2020;325
16;3;14;1;0;2;01/03/2020;207
17;1;7;3;3;2;01/03/2020;313
18;1;6;2;0;4;01/03/2020;214
19;1;5;3;3;4;01/03/2020;543
20;1;4;3;4;3;01/03/2020;26
21;1;1;4;0;4;01/03/2020;33
22;3;14;3;1;1;01/03/2020;467
23;3;17;2;0;2;01/03/2020;42
24;3;12;3;2;2;01/03/2020;49
25;1;6;3;3;2;01/03/2020;510
26;3;15;2;0;3;01/03/2020;273
27;2;9;4;0;2;01/03/2020;330
28;3;17;3;5;2;01/03/2020;228
29;2;9;3;7;2;01/03/2020;599
30;2;8;1;0;3;01/03/2020;200
31;1;4;3;10;1;01/03/2020;272
32;1;7;2;0;5;01/03/2020;541
33;3;15;2;0;3;01/03/2020;371
34;1;2;3;6;2;01/03/2020;443
35;1;1;2;0;1;01/03/2020;31
36;1;4;3;6;5;01/03/2020;469
37;3;14;3;6;3;01/03/2020;196
38;2;9;2;0;4;01/03/2020;271
39;1;4;2;0;4;01/03/2020;142
40;1;1;3;7;2;01/03/2020;501
41;1;4;3;3;1;01/03/2020;201
42;1;2;2;0;2;01/03/2020;192
43;1;7;1;0;1;01/03/2020;453
44;1;6;2;0;2;01/03/2020;466
45;1;1;3;9;1;01/03/2020;599
46;1;4;4;0;3;01/03/2020;328
47;1;1;3;7;1;01/03/2020;496
48;1;1;3;10;1;01/03/2020;481
49;1;1;3;10;3;01/03/2020;409
50;1;3;2;0;1;01/03/2020;62
51;1;4;4;0;1;01/03/2020;152
52;1;7;1;0;1;01/03/2020;320
53;2;11;2;0;1;01/03/2020;325
54;1;5;2;0;2;01/03/2020;163
55;1;5;3;1;2;01/03/2020;71
56;1;7;2;0;3;01/03/2020;530
57;1;6;3;1;2;01/03/2020;43
58;2;9;3;1;4;01/03/2020;350
59;3;16;4;0;2;01/03/2020;357
60;2;9;3;2;3;01/03/2020;370
61;3;15;3;3;5;01/03/2020;494
62;1;5;2;0;2;01/03/2020;311
63;1;6;2;0;2;01/03/2020;457
64;1;3;3;6;3;01/03/2020;458
65;1;6;3;4;2;01/03/2020;102
66;3;15;3;10;2;01/03/2020;176
67;2;9;2;0;4;01/03/2020;437
68;1;4;3;9;1;01/03/2020;338
69;1;6;1;0;1;01/03/2020;492
70;3;16;1;0;1;01/03/2020;299
71;3;13;2;0;1;01/03/2020;468
72;1;5;1;0;1;01/03/2020;158
73;1;2;1;0;2;01/03/2020;380
74;1;5;4;0;4;01/03/2020;395
75;1;3;2;0;4;01/03/2020;361
76;2;11;2;0;1;01/03/2020;158
77;2;9;3;7;1;01/03/2020;314
78;2;8;3;3;4;01/03/2020;326
79;1;5;3;7;3;01/03/2020;179
80;2;11;2;0;1;01/03/2020;45
81;1;6;3;5;2;01/03/2020;464
82;1;2;1;0;5;01/03/2020;43
83;2;8;2;0;2;01/03/2020;298
84;3;13;4;0;2;01/03/2020;382
85;1;1;1;0;1;01/03/2020;370
86;1;6;2;0;4;01/03/2020;312
87;3;13;1;0;1;01/03/2020;335
88;2;9;3;3;1;01/03/2020;188
89;3;15;4;0;4;01/03/2020;467
90;2;11;2;0;1;01/03/2020;303
91;2;11;3;4;3;01/03/2020;394
92;1;1;4;0;2;01/03/2020;576
93;1;4;3;5;2;01/03/2020;588
94;1;4;4;0;1;01/03/2020;176
95;3;15;2;0;3;01/03/2020;192
96;1;7;4;0;2;01/03/2020;375
97;1;5;3;5;1;01/03/2020;145
98;1;2;2;0;2;01/03/2020;524
99;1;3;3;7;1;01/03/2020;332
100;2;9;3;7;2;01/03/2020;279
101;1;5;3;6;1;01/03/2020;555
102;1;4;3;4;3;01/03/2020;342
103;1;3;3;1;1;01/03/2020;312
104;1;2;3;8;2;01/03/2020;561
105;1;6;4;0;3;01/03/2020;99
106;1;6;2;0;5;01/03/2020;43
107;2;8;2;0;3;01/03/2020;581
108;1;6;4;0;2;01/03/2020;278
109;1;7;3;10;2;01/03/2020;217
110;1;1;3;8;1;01/03/2020;439
111;1;2;3;7;4;01/03/2020;146
112;2;9;4;0;3;01/03/2020;7
113;3;12;3;5;1;01/03/2020;142
114;3;12;1;0;2;01/03/2020;40
115;2;10;4;0;3;01/03/2020;501
116;1;3;1;0;4;01/03/2020;38
117;2;11;3;2;2;01/03/2020;61
118;1;3;3;2;4;01/03/2020;12
119;1;2;2;0;2;01/03/2020;500
120;3;12;1;0;1;01/03/2020;368
121;3;16;3;6;2;01/03/2020;415
122;2;9;4;0;2;01/03/2020;523
123;3;12;2;0;1;01/03/2020;416
124;1;2;1;0;4;01/03/2020;51
125;3;15;3;8;3;01/03/2020;236
126;1;2;4;0;1;01/03/2020;142
127;3;12;3;1;3;01/03/2020;8
128;1;6;2;0;1;01/03/2020;518
129;1;6;1;0;1;01/03/2020;458
130;3;13;2;0;2;01/03/2020;134
131;1;6;2;0;3;01/03/2020;229
132;2;10;3;5;2;01/03/2020;453
133;3;17;2;0;4;01/03/2020;157
134;3;13;3;5;1;01/03/2020;216
135;1;5;2;0;3;01/03/2020;544
136;1;4;3;3;1;01/03/2020;75
137;1;5;3;8;2;01/03/2020;211
138;1;6;2;0;3;01/03/2020;274
139;3;13;2;0;2;01/03/2020;596
140;1;3;1;0;3;01/03/2020;38
141;1;7;1;0;3;01/03/2020;15
142;1;2;2;0;3;01/03/2020;462
143;2;11;4;0;3;01/03/2020;402
144;1;4;2;0;1;01/03/2020;49
145;1;1;3;8;1;01/03/2020;271
146;3;12;3;10;2;01/03/2020;195
147;1;7;3;6;3;01/03/2020;13
148;1;4;3;4;1;01/03/2020;403
149;2;10;2;0;1;01/03/2020;72
150;1;1;3;8;5;01/03/2020;431
151;1;6;3;10;3;01/03/2020;185
152;1;1;3;10;1;01/03/2020;462
153;2;11;1;0;3;01/03/2020;444
154;3;12;1;0;2;01/03/2020;408
155;1;4;1;0;1;01/03/2020;553
156;3;12;3;4;1;01/03/2020;282
157;1;4;2;0;2;01/03/2020;297
158;1;7;3;2;2;01/03/2020;215
159;2;8;2;0;5;01/03/2020;494
160;1;3;3;8;1;01/03/2020;157
161;2;9;2;0;2;01/03/2020;293
162;2;10;1;0;2;01/03/2020;72
163;3;13;2;0;4;01/03/2020;209
164;1;3;3;9;2;01/03/2020;87
165;1;3;3;8;2;01/03/2020;46
166;2;9;1;0;2;01/03/2020;365
167;2;9;3;2;2;01/03/2020;522
168;2;9;2;0;3;01/03/2020;543
169;1;3;3;6;2;01/03/2020;101
170;1;1;1;0;2;01/03/2020;147
171;1;2;4;0;1;01/03/2020;495
172;1;2;3;4;2;01/03/2020;78
173;1;7;3;8;3;01/03/2020;529
174;2;9;3;6;2;01/03/2020;51
175;1;3;3;6;4;01/03/2020;336
176;3;13;4;0;1;01/03/2020;355
177;3;17;3;3;4;01/03/2020;320
178;1;2;2;0;4;01/03/2020;59
179;1;4;2;0;1;01/03/2020;247
180;1;1;2;0;1;01/03/2020;5
181;2;9;2;0;4;01/03/2020;440
182;3;16;2;0;4;01/03/2020;260
183;1;6;3;9;2;01/03/2020;343
184;2;8;1;0;3;01/03/2020;92
185;1;5;3;1;3;01/03/2020;73
186;1;2;3;2;2;01/03/2020;158
187;2;11;2;0;1;01/03/2020;56
188;1;6;4;0;1;01/03/2020;177
189;1;2;3;8;3;01/03/2020;245
190;1;4;3;7;1;01/03/2020;384
191;1;3;4;0;2;01/03/2020;378
192;3;17;2;0;3;01/03/2020;32
193;3;15;1;0;4;01/03/2020;33
194;2;10;4;0;2;01/03/2020;98
195;3;13;4;0;4;01/03/2020;153
196;3;13;1;0;1;01/03/2020;131
197;2;8;2;0;1;01/03/2020;231
198;1;6;1;0;4;01/03/2020;429
199;2;8;3;4;2;01/03/2020;187
200;1;1;2;0;2;01/03/2020;449
201;1;6;2;0;2;01/03/2020;89
202;1;7;3;1;1;01/03/2020;600
203;3;14;4;0;1;01/03/2020;216
204;3;16;2;0;1;01/03/2020;464
205;3;16;1;0;3;01/03/2020;98
206;1;1;1;0;2;01/03/2020;453
207;1;6;3;7;2;01/03/2020;64
208;1;3;2;0;4;01/03/2020;312
209;1;2;3;7;4;01/03/2020;181
210;1;3;3;5;4;01/03/2020;164
211;3;12;1;0;5;01/03/2020;157
212;1;5;2;0;2;01/03/2020;367
213;1;6;1;0;2;01/03/2020;312
214;1;3;2;0;4;01/03/2020;49
215;1;7;4;0;1;01/03/2020;533
216;2;9;3;8;3;01/03/2020;503
217;1;2;1;0;1;01/03/2020;413
218;3;16;2;0;5;01/03/2020;219
219;1;2;2;0;2;01/03/2020;534
220;2;8;3;9;1;01/03/2020;168
221;3;13;2;0;2;01/03/2020;72
222;2;9;3;7;1;01/03/2020;236
223;1;4;2;0;5;01/03/2020;23
224;3;14;4;0;2;01/03/2020;74
225;3;17;2;0;2;01/03/2020;387
226;1;6;3;8;4;01/03/2020;391
227;1;7;4;0;1;01/03/2020;364
228;2;10;2;0;4;01/03/2020;400
229;1;7;1;0;4;01/03/2020;8
230;1;3;2;0;2;01/03/2020;295
231;1;7;2;0;2;01/03/2020;337
232;1;1;2;0;4;01/03/2020;103
233;1;4;2;0;2;01/03/2020;65
234;2;9;2;0;1;01/03/2020;62
235;1;3;3;5;3;01/03/2020;576
236;2;11;3;7;2;01/03/2020;293
237;1;5;4;0;2;01/03/2020;431
238;3;13;3;2;2;01/03/2020;461
239;3;13;2;0;1;01/03/2020;409
240;2;10;2;0;3;01/03/2020;143
241;1;4;3;9;2;01/03/2020;129
242;1;5;2;0;2;01/03/2020;232
243;1;6;3;4;1;01/03/2020;89
244;3;16;3;9;1;01/03/2020;340
245;1;6;3;4;1;01/03/2020;585
246;2;9;3;7;2;01/03/2020;383
247;2;11;3;6;2;01/03/2020;170
248;1;6;3;8;2;01/03/2020;105
249;3;15;4;0;3;01/03/2020;103
250;2;10;3;10;1;01/03/2020;138
251;1;4;3;5;3;01/03/2020;379
252;2;10;3;9;2;01/03/2020;244
253;3;14;3;1;4;01/03/2020;374
254;1;7;3;5;2;01/03/2020;206
255;1;2;2;0;3;01/03/2020;332
256;1;5;4;0;3;01/03/2020;563
257;1;7;3;3;1;01/03/2020;536
258;2;11;2;0;4;01/03/2020;237
259;2;9;3;1;4;01/03/2020;491
260;3;17;3;3;1;01/03/2020;252
261;1;1;4;0;3;01/03/2020;192
262;1;3;2;0;1;01/03/2020;596
263;1;1;3;5;2;01/03/2020;346
264;1;4;2;0;4;01/03/2020;284
265;1;4;3;2;1;01/03/2020;519
266;1;1;2;0;2;01/03/2020;405
267;2;8;2;0;4;01/03/2020;269
268;1;4;3;3;2;01/03/2020;96
269;1;7;1;0;4;01/03/2020;76
270;1;2;3;2;3;01/03/2020;394
271;3;13;1;0;1;01/03/2020;192
272;1;4;3;10;1;01/03/2020;187
273;3;17;4;0;4;01/03/2020;491
274;2;11;3;3;3;01/03/2020;354
275;2;9;3;1;3;01/03/2020;576
276;3;12;2;0;3;01/03/2020;305
277;2;9;3;10;1;01/03/2020;188
278;1;5;4;0;2;01/03/2020;231
279;1;5;3;6;2;01/03/2020;452
280;1;4;3;2;2;01/03/2020;212
281;1;7;2;0;2;01/03/2020;588
282;1;3;4;0;2;01/03/2020;133
283;3;12;4;0;1;01/03/2020;430
284;1;1;1;0;3;01/03/2020;291
285;1;1;2;0;1;01/03/2020;88
286;1;7;2;0;1;01/03/2020;566
287;1;2;4;0;2;01/03/2020;117
288;2;9;4;0;3;01/03/2020;335
289;3;13;1;0;3;01/03/2020;274
290;1;1;1;0;2;01/03/2020;535
291;1;5;3;1;2;01/03/2020;284
292;3;12;1;0;1;01/03/2020;74
293;1;6;1;0;2;01/03/2020;598
294;1;1;2;0;5;01/03/2020;186
295;1;6;4;0;3;01/03/2020;546
296;1;2;3;5;2;01/03/2020;305
297;1;1;4;0;1;01/03/2020;12
298;1;2;2;0;2;01/03/2020;536
299;1;7;3;1;4;01/03/2020;294
300;1;1;4;0;5;01/03/2020;392
301;1;3;3;3;2;01/03/2020;354
302;1;1;3;8;1;01/03/2020;355
303;3;15;3;6;3;01/03/2020;246
304;1;3;3;6;1;01/03/2020;24
305;1;1;2;0;1;01/03/2020;240
306;1;6;4;0;3;01/03/2020;377
307;1;5;2;0;2;01/03/2020;195
308;1;3;3;4;1;01/03/2020;118
309;1;2;3;10;1;01/03/2020;190
310;1;6;3;5;1;01/03/2020;590
311;1;6;4;0;1;01/03/2020;198
312;2;11;3;3;3;01/03/2020;85
313;1;7;3;7;4;01/03/2020;225
314;2;8;3;3;2;01/03/2020;428
315;1;3;4;0;3;01/03/2020;390
316;1;7;2;0;4;01/03/2020;499
317;2;8;2;0;2;01/03/2020;149
318;1;2;4;0;4;01/03/2020;517
319;3;13;4;0;3;01/03/2020;79
320;1;1;2;0;3;01/03/2020;584
321;3;17;2;0;1;01/03/2020;168
322;1;5;4;0;4;01/03/2020;33
323;1;6;3;1;1;01/03/2020;588
324;1;1;2;0;3;01/03/2020;30
325;3;14;1;0;3;01/03/2020;27
326;3;13;3;6;1;01/03/2020;312
327;1;2;2;0;3;01/03/2020;319
328;3;14;1;0;1;01/03/2020;517
329;2;11;2;0;2;01/03/2020;586
330;1;6;1;0;3;01/03/2020;358
331;1;2;3;7;3;01/03/2020;231
332;1;4;3;4;3;01/03/2020;350
333;1;3;1;0;2;01/03/2020;52
334;1;1;2;0;3;01/03/2020;332
335;1;5;4;0;1;01/03/2020;531
336;3;12;3;10;1;01/03/2020;567
337;1;3;2;0;3;01/03/2020;360
338;2;10;1;0;3;01/03/2020;52
339;3;12;2;0;5;01/03/2020;335
340;3;14;4;0;5;01/03/2020;92
341;3;16;2;0;1;01/03/2020;330
342;2;9;3;10;4;01/03/2020;266
343;1;7;3;7;2;01/03/2020;171
344;3;13;4;0;1;01/03/2020;352
345;1;6;3;3;1;01/03/2020;583
346;1;1;2;0;2;01/03/2020;49
347;2;9;1;0;2;01/03/2020;213
348;3;14;2;0;2;01/03/2020;269
349;1;6;3;8;2;01/03/2020;349
350;1;3;2;0;1;01/03/2020;239
351;2;10;4;0;4;01/03/2020;274
352;1;7;2;0;2;01/03/2020;558
353;1;6;3;7;3;01/03/2020;424
354;2;11;2;0;3;01/03/2020;248
355;1;6;3;5;2;01/03/2020;522
356;1;5;2;0;5;01/03/2020;297
357;1;4;3;8;2;01/03/2020;160
358;3;14;3;2;2;01/03/2020;581
359;2;9;1;0;1;01/03/2020;518
360;1;6;3;3;1;01/03/2020;312
361;1;1;3;8;2;01/03/2020;176
362;2;10;2;0;2;01/03/2020;208
363;1;1;1;0;1;01/03/2020;391
364;3;14;2;0;2;01/03/2020;492
365;1;4;1;0;4;01/03/2020;300
366;1;5;2;0;2;01/03/2020;443
367;1;2;1;0;1;01/03/2020;416
368;1;5;2;0;3;01/03/2020;418
369;1;7;2;0;3;01/03/2020;115
370;1;5;3;9;4;01/03/2020;336
371;1;4;2;0;3;01/03/2020;59
372;3;15;3;2;1;01/03/2020;171
373;1;6;2;0;3;01/03/2020;502
374;3;17;1;0;1;01/03/2020;566
375;1;4;3;5;5;01/03/2020;106
376;3;13;3;5;3;01/03/2020;496
377;2;8;2;0;1;01/03/2020;210
378;1;4;2;0;2;01/03/2020;183
379;1;5;1;0;2;01/03/2020;95
380;1;6;3;6;1;01/03/2020;156
381;1;3;2;0;1;01/03/2020;89
382;1;2;3;9;4;01/03/2020;455
383;3;15;3;10;2;01/03/2020;40
384;1;2;3;5;1;01/03/2020;340
385;1;2;1;0;2;01/03/2020;278
386;1;5;3;2;1;01/03/2020;119
387;1;5;2;0;2;01/03/2020;525
388;1;2;2;0;3;01/03/2020;503
389;3;15;4;0;1;01/03/2020;413
390;1;6;4;0;4;01/03/2020;153
391;1;4;4;0;2;01/03/2020;594
392;3;13;2;0;3;01/03/2020;481
393;1;2;3;8;5;01/03/2020;73
394;1;6;2;0;2;01/03/2020;107
395;2;9;3;7;3;01/03/2020;291
396;1;3;3;8;1;01/03/2020;378
397;1;5;2;0;1;01/03/2020;472
398;1;6;2;0;1;01/03/2020;454
399;1;4;4;0;4;01/03/2020;504
400;1;3;3;10;2;01/03/2020;272
401;1;1;3;9;5;01/03/2020;559
402;2;8;3;10;3;01/03/2020;498
403;2;11;3;2;4;01/03/2020;140
404;2;8;2;0;2;01/03/2020;597
405;1;4;2;0;1;01/03/2020;300
406;2;11;2;0;2;01/03/2020;326
407;1;6;4;0;4;01/03/2020;441
408;1;6;2;0;3;01/03/2020;599
409;1;1;1;0;4;01/03/2020;348
410;3;15;2;0;1;01/03/2020;538
411;1;4;3;6;4;01/03/2020;197
412;1;6;3;10;1;01/03/2020;300
413;1;2;2;0;2;01/03/2020;479
414;1;3;3;9;1;01/03/2020;43
415;2;11;3;1;3;01/03/2020;419
416;1;2;3;1;2;01/03/2020;320
417;2;9;2;0;3;01/03/2020;565
418;1;7;2;0;2;01/03/2020;500
419;2;9;2;0;1;01/03/2020;421
420;1;2;2;0;1;01/03/2020;431
421;3;15;4;0;1;01/03/2020;68
422;1;6;4;0;2;01/03/2020;538
423;2;10;1;0;1;01/03/2020;454
424;3;13;3;3;4;01/03/2020;346
425;1;1;3;7;4;01/03/2020;460
426;1;1;2;0;2;01/03/2020;325
427;1;4;3;4;3;01/03/2020;335
428;1;5;4;0;4;01/03/2020;140
429;1;4;2;0;4;01/03/2020;370
430;3;13;3;5;1;01/03/2020;497
431;1;4;3;4;4;01/03/2020;196
432;1;1;2;0;1;01/03/2020;447
433;1;2;2;0;1;01/03/2020;14
434;2;11;3;6;1;01/03/2020;223
435;1;3;3;4;1;01/03/2020;49
436;1;3;3;8;2;01/03/2020;514
437;1;3;1;0;4;01/03/2020;226
438;1;5;3;2;4;01/03/2020;368
439;1;5;2;0;2;01/03/2020;161
440;3;15;2;0;3;01/03/2020;318
441;1;5;2;0;1;01/03/2020;53
442;1;1;3;7;1;01/03/2020;28
443;1;6;4;0;4;01/03/2020;566
444;1;3;3;4;5;01/03/2020;472
445;3;14;2;0;2;01/03/2020;318
446;1;2;2;0;5;01/03/2020;545
447;1;6;3;8;1;01/03/2020;155
448;2;8;3;7;1;01/03/2020;119
449;2;8;3;4;1;01/03/2020;116
450;1;3;2;0;1;01/03/2020;434
0;1;6;3;7;2;01/04/2020;47
1;2;8;2;0;3;01/04/2020;17
2;1;7;2;0;3;01/04/2020;365
3;1;7;3;6;3;01/04/2020;448
4;3;13;4;0;4;01/04/2020;147
5;1;2;3;8;1;01/04/2020;202
6;2;8;2;0;3;01/04/2020;170
7;1;1;2;0;3;01/04/2020;497
8;3;16;3;6;2;01/04/2020;30
9;3;14;4;0;1;01/04/2020;61
10;1;2;4;0;1;01/04/2020;334
11;1;7;4;0;5;01/04/2020;434
12;3;13;4;0;2;01/04/2020;213
13;1;5;4;0;2;01/04/2020;104
14;2;11;3;9;2;01/04/2020;394
15;3;15;4;0;3;01/04/2020;521
16;2;8;1;0;1;01/04/2020;395
17;2;10;2;0;4;01/04/2020;339
18;1;5;1;0;1;01/04/2020;498
19;1;5;3;2;4;01/04/2020;543
20;1;2;1;0;2;01/04/2020;356
21;1;6;2;0;1;01/04/2020;581
22;3;15;2;0;2;01/04/2020;345
23;3;14;2;0;2;01/04/2020;266
24;1;7;2;0;2;01/04/2020;526
25;2;11;2;0;3;01/04/2020;344
26;3;16;2;0;5;01/04/2020;451
27;3;16;4;0;4;01/04/2020;355
28;3;15;1;0;1;01/04/2020;234
